Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Alvar Rodríguiz;Alvar Rodríguiz (P618 in AMSPO FSV);AMSPO-P618;Q16;AMSPO-P618;;;;;;;D82-Alvar;D82-Rodríguiz;D82-Capellán;;;D82P79;;;;;;D82-Santiago_Aces;;;;;;;;;;;;;D82;;;;;;;;;;;;;;;
Alffonso Peláiz;Alffonso Peláiz (P443 in AMSPO FSV);AMSPO-P443;Q16;AMSPO-P443;;;;;;;D6-Alffonso;D6-Peláiz;D6-Correero;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Teresa Martíniz;Teresa Martíniz (P410 in AMSPO FSV);AMSPO-P410;Q16;AMSPO-P410;;;;;;;D91-Teresa|D66-Teressa|D67-Teresa;D66-Martíniz|D91-Martíniz|D67-Martíniz;;D67P728;D67-Borondes;;;;;;;;;;;;;;;;;;;;D66|D91|D67;;;;;;;;;;;;;;;
Rodrigo;Rodrigo (D15PB2 in AMSPO FSV);AMSPO-D15PB2;Q16;AMSPO-D15PB2;;;;;;;D15-Rodrigo;;;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Gonçalo Rodríguiz de Berzió;Gonçalo Rodríguiz de Berzió (P635 in AMSPO FSV);AMSPO-P635;Q16;AMSPO-P635;;;;;;;D77-Gonçalo;D77-Rodríguiz de Berzió;;;;;;;;;;;;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Gonçalo;Gonçalo (D61PB2 in AMSPO FSV);AMSPO-D61PB2;Q16;AMSPO-D61PB2;;;;;;;D61-Gonçalo;;D61-Escrivano;;;;;;;;;;;;;;;;;;;;;;D61;;;;;;;;;;;;;;;
María Garçía de Berzió;María Garçía de Berzió (P278 in AMSPO FSV);AMSPO-P278;Q16;AMSPO-P278;;;;;;;D27-María;D27-Garçía de Berzió;;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Suer Pérez de Váscones;Suer Pérez de Váscones (P601 in AMSPO FSV);AMSPO-P601;Q16;AMSPO-P601;;;;;;;D22-Suer|D59-Suer|D23-Suer;D23-Pérez de Váscones|D59-Pérez de Váscones|D22-Pérez de Váscones;;;;;;;;;;;;;;;;;;;;;;;D59|D22|D23;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (P511 in AMSPO FSV);AMSPO-P511;Q16;AMSPO-P511;;;;;;;D69-Fernán;D69-Pérez;;;;;;;;;;;D69-Fernán Nariz;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Ruy Martíniz;Ruy Martíniz (P405 in AMSPO FSV);AMSPO-P405;Q16;AMSPO-P405;;;;;;;D69-Ruy;D69-Martíniz;D69-Capellán;;;;;;;;;D69-Vallo;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Matíos Rodríguiz;Matíos Rodríguiz (P646 in AMSPO FSV);AMSPO-P646;Q16;AMSPO-P646;;;;;;;D20-Matíos|D19-Matíos;D19-Rodríguiz|D20-Rodríguiz;D19-Alfayate|D20-Alfayate;;;;;;;;;;;;;;;;;;;;;;D20|D19;;;;;;;;;;;;;;;
Suero;Suero (D125PB1 in AMSPO FSV);AMSPO-D125PB1;Q16;AMSPO-D125PB1;;;;;;;D125-Suero;;;;;;D125P685;;;;;;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
Sancha Pérez;Sancha Pérez (P599 in AMSPO FSV);AMSPO-P599;Q16;AMSPO-P599;;;;;;;D39-Sancha;D39-Pérez;;;;;;;;D39P532;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Fernán Gato;Fernán Gato (P292 in AMSPO FSV);AMSPO-P292;Q16;AMSPO-P292;;;;;;;D52-Fernán;D52-Gato;D52-Carnicero;;;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Gonçalo Rodríguiz;Gonçalo Rodríguiz (P626 in AMSPO FSV);AMSPO-P626;Q16;AMSPO-P626;;;;;;;D101-Gonçalo;D101-Rodríguiz;;;;;;;;;;;;;;;;;;;;;;;D101;;;;;;;;;;;;;;;
Iohan de Dios;Iohan de Dios (P145 in AMSPO FSV);AMSPO-P145;Q16;AMSPO-P145;;;;;;;D66-Iohan;D66-de Dios;D66-Pellitero;;;;;;;;;;;;;;;;;;;;;;D66;;;;;;;;;;;;;;;
Ruy Ferrándiz;Ruy Ferrándiz (P249 in AMSPO FSV);AMSPO-P249;Q16;AMSPO-P249;;;;;;;D91-Ruy;D91-Ferrándiz;;D91P98;;D91P647;;;;;;;;;;;;;;;;;;;D91;;;;;;;;;;;;;;D91Death_1;
Pero Pérez;Pero Pérez (P585 in AMSPO FSV);AMSPO-P585;Q16;AMSPO-P585;;;;;;;D27-Pero;D27-Pérez;D27-Ferrero;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Martín Fernández de Çreyçedo;Martín Fernández de Çreyçedo (P218 in AMSPO FSV);AMSPO-P218;Q16;AMSPO-P218;;;;;;;D125-Martín;D125-Fernández de Çreyçedo;;;;;;;;;;;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
Fernán Alfonso de la Rua;Fernán Alfonso de la Rua (P18 in AMSPO FSV);AMSPO-P18;Q16;AMSPO-P18;;;;;;;D56-Fernán;D56-Alfonso de la Rua;D56-Tendero;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Martín Fernández;Martín Fernández (P220 in AMSPO FSV);AMSPO-P220;Q16;AMSPO-P220;;;;;;;D42-Martín|D115-Martín|D114-Martín|D108-Martín;D115-Fernández|D108-Ferrándiz|D42-Ferrándiz|D114-Ferrándiz;;;D108-Borondes_Arriba;;D108PB1;;D108P564;;;;;;;;;;;;;;;;D108|D42|D115|D114;;;;;;;;;;;;;;;
Fernán Pérez del Portal;Fernán Pérez del Portal (P519 in AMSPO FSV);AMSPO-P519;Q16;AMSPO-P519;;;;;;;D24-Fernán;D24-Pérez del Portal;D24-Mercador;;;;;;;;;;;;;;;;;;;;;;D24;;;;;;;;;;;;;;;
Iohan Pérez de Agüera;Iohan Pérez de Agüera (P546 in AMSPO FSV);AMSPO-P546;Q16;AMSPO-P546;;;;;;;D94-Iohan;D94-Pérez de Agüera;;;;;;;;;;;;;;;;;;;;;;;D94;;;;;;;;;;;;;;;
Ruy Seco;Ruy Seco (D123PB1 in AMSPO FSV);AMSPO-D123PB1;Q16;AMSPO-D123PB1;;;;;;;D123-Ruy;D123-Seco;;;;;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Alfonso Pérez de Palonbar;Alfonso Pérez de Palonbar (P465 in AMSPO FSV);AMSPO-P465;Q16;AMSPO-P465;;;;;;;D13-Alfonso;D13-Pérez de Palonbar;D13-Clérigo;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Suer Martínez;Suer Martínez (P407 in AMSPO FSV);AMSPO-P407;Q16;AMSPO-P407;;;;;;;D123-Suer;D123-Martínez;;;;D123P687;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Pero Pérez de Villameana;Pero Pérez de Villameana (P578 in AMSPO FSV);AMSPO-P578;Q16;AMSPO-P578;;;;;;;D2-Pero;D2-Pérez de Villameana;;;;;;;;;;;;;;;;;;;;;;;D2;;;;;;;;;;;;;;;
Garçía Gonçáliz Cabacana;Garçía Gonçáliz Cabacana (P298 in AMSPO FSV);AMSPO-P298;Q16;AMSPO-P298;;;;;;;D68-Garçía;D68-Gonçáliz Cabacana;;;;D68P276;;;;;;;;;;;;;;;;;;;D68;;;;;;;;;;;;;;D68Death_1;
Pero Ferrándiz;Pero Ferrándiz (P243 in AMSPO FSV);AMSPO-P243;Q16;AMSPO-P243;;;;;;;D77-Pero;D77-Ferrándiz;;;;;;;;;;;D77-Pero de Vallo;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Iohan Pérez;Iohan Pérez (P541 in AMSPO FSV);AMSPO-P541;Q16;AMSPO-P541;;;;;;;D28-Iohan;D28-Pérez;D28-Ferrador;;;;;;;;;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Miguel Pérez;Miguel Pérez (P572 in AMSPO FSV);AMSPO-P572;Q16;AMSPO-P572;;;;;;;D46-Miguel;D46-Pérez;;;D46-Felgueras;;;;;;;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Martín Fernándiz de Borondes;Martín Fernándiz de Borondes (P217 in AMSPO FSV);AMSPO-P217;Q16;AMSPO-P217;;;;;;;D26-Martín|D106-Martín;D106-Ferrándiz de Borondes|D26-Fernándiz de Borondes;;D106PB2;;;;;;;;;;;;;;;;;;;;;D106|D26;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (P494 in AMSPO FSV);AMSPO-P494;Q16;AMSPO-P494;;;;;;;D84-Alvar;D84-Pérez;;D84P58;;D84P90|D84P113|D84P105;;;;;;;;;;;;;;;;;;;D84;;;;;;;;;;;;;;D84Death_1;
Rodrigo Yánnez de Trassantisso;Rodrigo Yánnez de Trassantisso (P742 in AMSPO FSV);AMSPO-P742;Q16;AMSPO-P742;;;;;;;D8-Rodrigo;D8-Yánnez de Trassantisso;;;;;;;;;;;;;;;;;;;;;;;D8;;;;;;;;;;;;;;;
María Garçía;María Garçía (D37PB1 in AMSPO FSV);AMSPO-D37PB1;Q16;AMSPO-D37PB1;;;;;;;D37-María;D37-Garçía;;;;D37P80;;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
Suer Gonçález de Samma;Suer Gonçález de Samma (P321 in AMSPO FSV);AMSPO-P321;Q16;AMSPO-P321;;;;;;;D22-Suer|D23-Suer;D23-Gonçález de Samma|D22-Gonçáliz de Samma;;;;;;;;;;;;;;;;;;;;;;;D22|D23;;;;;;;;;;;;;;;
Fernán Alfonso de Ondes;Fernán Alfonso de Ondes (P16 in AMSPO FSV);AMSPO-P16;Q16;AMSPO-P16;;;;;;;D50-Fernán|D49-Fernán;D50-Alfonso de Ondes|D49-Alffonso de Ondes;;;;;;;;;;;;;;;;;;;;;;;D50|D49;;;;;;;;;;;;;;;
Iohan Rodríguiz;Iohan Rodríguiz (P640 in AMSPO FSV);AMSPO-P640;Q16;AMSPO-P640;;;;;;;D12-Iohan;D12-Rodríguiz;D12-Criado;;;;;;;;D12PB2;;;;;;;;;;;;;;D12;;;;;;;;;;;;;;;
Alvar Suáriz de la Pobla;Alvar Suáriz de la Pobla (D45PB2 in AMSPO FSV);AMSPO-D45PB2;Q16;AMSPO-D45PB2;;;;;;;D45-Alvar;D45-Suáriz de la Pobla;;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
María Garçía;María Garçía (P280 in AMSPO FSV);AMSPO-P280;Q16;AMSPO-P280;;;;;;;D39-María;D39-Garçía;;;;D39P532;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;D39Death_1;
Ingnés Gonçáliz;Ingnés Gonçáliz (P303 in AMSPO FSV);AMSPO-P303;Q16;AMSPO-P303;;;;;;;D1-Ingnés;D1-Gonçáliz;;D1P174;D1-Perdones;;;;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Alvar Martíniz;Alvar Martíniz (P372 in AMSPO FSV);AMSPO-P372;Q16;AMSPO-P372;;;;;;;D116-Alvar;D116-Martíniz;D116-Portero del Monesterio de San Viçenti;;;;;;;;;D116-Oviedo;;;;;;;;;;;;;D116;;;;;;;;;;;;;;;
Pero Pérez;Pero Pérez (P582 in AMSPO FSV);AMSPO-P582;Q16;AMSPO-P582;;;;;;;D94-Pero;D94-Pérez;;D94P178;D94-Borondes_Arriba;;D94PB1;;D94P224;;;;;;;;;;;;;;;;D94;;;;;;;;;;;;;;;
Gutier Alfonso de la Rua;Gutier Alfonso de la Rua (P38 in AMSPO FSV);AMSPO-P38;Q16;AMSPO-P38;;;;;;;D80-Gutier;D80-Alfonso de la Rua;;;;;;;;;;;;;;;;;;;;;;;D80;;;;;;;;;;;;;;;
Iohan Ferrándiz;Iohan Ferrándiz (P202 in AMSPO FSV);AMSPO-P202;Q16;AMSPO-P202;;;;;;;D75-Iohan;D75-Ferrándiz;D75-Cuchellero;;;;;;;;;;;;;;;;;;;;;;D75;;;;;;;;;;;;;;;
Gutier Pérez;Gutier Pérez (P534 in AMSPO FSV);AMSPO-P534;Q16;AMSPO-P534;;;;;;;D35-Gutier;D35-Pérez;;;D35-Lamedo;;;;;;;;;;;;;;;;;;;;D35;;;;;;;;;;;;;;;
Elvira Garçía de Sobrepenna;Elvira Garçía de Sobrepenna (P267 in AMSPO FSV);AMSPO-P267;Q16;AMSPO-P267;;;;;;;D71-Elvira;D71-Garçía de Sobrepenna;;;;;;;;;;;;;;;;;;;;;;;D71;;;;;;;;;;;;;;;
Aldonça Rodríguez;Aldonça Rodríguez (P612 in AMSPO FSV);AMSPO-P612;Q16;AMSPO-P612;;;;;;;D128-Aldonça;D128-Rodríguez;;;;D128P330;D128P286;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Fernán Juanes;Fernán Juanes (P353 in AMSPO FSV);AMSPO-P353;Q16;AMSPO-P353;;;;;;;D41-Fernán;D41-Juanes;;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Ruy Gonçáliz;Ruy Gonçáliz (D102PB1 in AMSPO FSV);AMSPO-D102PB1;Q16;AMSPO-D102PB1;;;;;;;D102-Ruy;D102-Gonçáliz;;;;D102P629;;;;;;;;;;;;;;;;;;;D102;;;;;;;;;;;;;;;
Rodrigo Estévanez del Canpo;Rodrigo Estévanez del Canpo (P150 in AMSPO FSV);AMSPO-P150;Q16;AMSPO-P150;;;;;;;D37-Rodrigo;D37-Estévanez del Canpo;;;;;;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
Iulián Pérez;Iulián Pérez (P555 in AMSPO FSV);AMSPO-P555;Q16;AMSPO-P555;;;;;;;D86-Iulián;D86-Pérez;D86-Requero;;;;;;;;;;;;;;;;;;;;;;D86;;;;;;;;;;;;;;;
María Fernández de Borondes;María Fernández de Borondes (P215 in AMSPO FSV);AMSPO-P215;Q16;AMSPO-P215;;;;;;;D15-María;D15-Fernández de Borondes;;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Garçía Pérez;Garçía Pérez (P521 in AMSPO FSV);AMSPO-P521;Q16;AMSPO-P521;;;;;;;D53-Garçía;D53-Pérez;;D53P714;;;;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Alfonso Yánnez de Arllós;Alfonso Yánnez de Arllós (P740 in AMSPO FSV);AMSPO-P740;Q16;AMSPO-P740;;;;;;;D41-Alfonso|D7-Alffonso;D7-Yánnez de Arllós|D41-Yáñez de Arlós;D41-Canónigo;;;;;D7-Canónigo de la Eglesia de Oviedo;;;;D41-Oviedo;;;;D7P696|D41P709;;;;;;;;;D41|D7;;;;;;;;;;;;;;D7Death_4;
Fernán Nicolás;Fernán Nicolás (P432 in AMSPO FSV);AMSPO-P432;Q16;AMSPO-P432;;;;;;;D22-Fernán|D11-Fernán;D11-Nicolás|D22-Nicolás;D11-Peletero;;;D22P156;D11PB1;;;D11P429;;;;;;;;;;;;;;;D11|D22;;;;;;;;;;;;;;;
Alfonso Ferrándoz;Alfonso Ferrándoz (P164 in AMSPO FSV);AMSPO-P164;Q16;AMSPO-P164;;;;;;;D102-Alfonso;D102-Ferrándoz;D102-Escrivano;;;;;;;;;;;;;;;;;;;;;;D102;;;;;;;;;;;;;;;
Arias Garçía de Texedo;Arias Garçía de Texedo (P262 in AMSPO FSV);AMSPO-P262;Q16;AMSPO-P262;;;;;;;D109-Arias;D109-Garçía de Texedo;;;;D109P188;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Álvaro Rodríguez;Álvaro Rodríguez (P617 in AMSPO FSV);AMSPO-P617;Q16;AMSPO-P617;;;;;;;D74-Álvaro;D74-Rodríguez;;;;;;;;;;;;;;;;;;;;;;;D74;;;;;;;;;;;;;;;
Garçía Alfonso;Garçía Alfonso (P29 in AMSPO FSV);AMSPO-P29;Q16;AMSPO-P29;;;;;;;D104-Garçía;D104-Alfonso;D104-Alfayate;;;;;;;;;;;;;;;;;;;;;;D104;;;;;;;;;;;;;;;
Iohan Vidal de Vivero;Iohan Vidal de Vivero (D5PB3 in AMSPO FSV);AMSPO-D5PB3;Q16;AMSPO-D5PB3;;;;;;;D5-Iohan;D5-Vidal de Vivero;;;;;;;;;;;;;;;;;;;;;;;D5;;;;;;;;;;;;;;;
Monín Gutiérriz;Monín Gutiérriz (P329 in AMSPO FSV);AMSPO-P329;Q16;AMSPO-P329;;;;;;;D44-Monín;D44-Gutiérriz;;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Gonçalo Ferrándiz de Quintana;Gonçalo Ferrándiz de Quintana (P195 in AMSPO FSV);AMSPO-P195;Q16;AMSPO-P195;;;;;;;D44-Gonçalo;D44-Ferrándiz de Quintana;;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Diego Alfonso de Solaçogue;Diego Alfonso de Solaçogue (P11 in AMSPO FSV);AMSPO-P11;Q16;AMSPO-P11;;;;;;;D88-Diego;D88-Alfonso de Solaçogue;D88-Mercador;;;;;;;;;;;;;;;;;;;;;;D88;;;;;;;;;;;;;;;
Fernán Garçía de Valles;Fernán Garçía de Valles (P271 in AMSPO FSV);AMSPO-P271;Q16;AMSPO-P271;;;;;;;D110-Fernán;D110-Garçía de Valles;;;;;;;;;;;;;;;;;;;;;;;D110;;;;;;;;;;;;;;;
María Alffonso;María Alffonso (P58 in AMSPO FSV);AMSPO-P58;Q16;AMSPO-P58;;;;;;;D84-María;D84-Alffonso;;D84P494;D84-Oviedo;D84P90|D84P113|D84P105;;;;;;;D84-María de Soto;;;;;;;;;;;;D84;;;;;;;;;;;;;;;
Luques Pérez;Luques Pérez (P558 in AMSPO FSV);AMSPO-P558;Q16;AMSPO-P558;;;;;;;D44-Luques;D44-Pérez;;;;;;;;;;;;;;;;;;;D44P664;;;;D44;;;;;;;;;;;;;;;
Garçía Alfonso;Garçía Alfonso (P30 in AMSPO FSV);AMSPO-P30;Q16;AMSPO-P30;;;;;;;D35-Garçía;D35-Alfonso;;;;;D35P486;;D35P281;D35P3;;;;;;;;D35P625;D35P92;;;;;;D35;;;;;;;;;;;;;;;
Martín Alffonso;Martín Alffonso (P60 in AMSPO FSV);AMSPO-P60;Q16;AMSPO-P60;;;;;;;D92-Martín;D92-Alffonso;D92-Mercador;;;;;;;;;;;;;;;;;;;;;;D92;;;;;;;;;;;;;;;
Diego Gutiérriz;Diego Gutiérriz (P327 in AMSPO FSV);AMSPO-P327;Q16;AMSPO-P327;;;;;;;D17-Diego;D17-Gutiérriz;;;;;;;;D17P324;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Garçía Ferrándiz;Garçía Ferrándiz (P187 in AMSPO FSV);AMSPO-P187;Q16;AMSPO-P187;;;;;;;D81-Garçía;D81-Ferrándiz;;;;;D81PB1;;;;;;;;;;;;;;;;;;D81;;;;;;;;;;;;;;;
Rodrigo Alffonso;Rodrigo Alffonso (P78 in AMSPO FSV);AMSPO-P78;Q16;AMSPO-P78;;;;;;;D18-Rodrigo;D18-Alffonso;;;;;D18PB1;;;;;;;;;;;;;;;;;;D18;;;;;;;;;;;;;;;
Ruy Pérez de Vaqueros;Ruy Pérez de Vaqueros (P598 in AMSPO FSV);AMSPO-P598;Q16;AMSPO-P598;;;;;;;D127-Ruy;D127-Pérez de Vaqueros;;;;;;;;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
Pero Díaz;Pero Díaz (D93PB3 in AMSPO FSV);AMSPO-D93PB3;Q16;AMSPO-D93PB3;;;;;;;D93-Pero;D93-Díaz;;;;;;;;;;;;;;;;;;;;;;;D93;;;;;;;;;;;;;;;
Lope Garçía;Lope Garçía (P283 in AMSPO FSV);AMSPO-P283;Q16;AMSPO-P283;;;;;;;D113-Lope;D113-Garçía;D113-Escrivano;;;;;;;;;;;;;;;;;;;;;;D113;;;;;;;;;;;;;;;
Sancho;Sancho (P673 in AMSPO FSV);AMSPO-P673;Q16;AMSPO-P673;;;;;;;D10-Sancho;;;;D10-Andorzio;;D10P669;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Pero Pérez;Pero Pérez (D51PB1 in AMSPO FSV);AMSPO-D51PB1;Q16;AMSPO-D51PB1;;;;;;;D51-Pero;D51-Pérez;;;;D51P527;;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
Alfonso;Alfonso (D10PB1 in AMSPO FSV);AMSPO-D10PB1;Q16;AMSPO-D10PB1;;;;;;;D10-Alfonso;;;;;;D10P613;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Iohan Gonçáliz;Iohan Gonçáliz (P306 in AMSPO FSV);AMSPO-P306;Q16;AMSPO-P306;;;;;;;D6-Iohan;D6-Gonçáliz;;D6P501;D6-Oviedo;;D6P708;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Lorienço Pérez;Lorienço Pérez (P557 in AMSPO FSV);AMSPO-P557;Q16;AMSPO-P557;;;;;;;D38-Lorienço;D38-Pérez;D38-Alfayate;;;;;;;;;;;;;;;;;;;;;;D38;;;;;;;;;;;;;;;
Iohan Ferrándiz;Iohan Ferrándiz (D65PB1 in AMSPO FSV);AMSPO-D65PB1;Q16;AMSPO-D65PB1;;;;;;;D65-Iohan;D65-Ferrándiz;D65-Tendero;;;D65P182;;;;;;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
María Iohan de Tene;María Iohan de Tene (P340 in AMSPO FSV);AMSPO-P340;Q16;AMSPO-P340;;;;;;;D72-María;D72-Iohan de Tene;;;;;;;;;;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Martín Alffonso de Caçes;Martín Alffonso de Caçes (P61 in AMSPO FSV);AMSPO-P61;Q16;AMSPO-P61;;;;;;;D96-Martín;D96-Alffonso de Caçes;;;;;;;;;;;;;;;;;;;;;;;D96;;;;;;;;;;;;;;;
Iohan;Iohan (D14PB2 in AMSPO FSV);AMSPO-D14PB2;Q16;AMSPO-D14PB2;;;;;;;D14-Iohan;;;;;;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
Andres Pérez;Andres Pérez (P497 in AMSPO FSV);AMSPO-P497;Q16;AMSPO-P497;;;;;;;D109-Andres;D109-Pérez;;;;;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Pedro Martíniz;Pedro Martíniz (D22PB1 in AMSPO FSV);AMSPO-D22PB1;Q16;AMSPO-D22PB1;;;;;;;D22-Pedro;D22-Martíniz;;;;D22P551;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Pero Martíniz;Pero Martíniz (P395 in AMSPO FSV);AMSPO-P395;Q16;AMSPO-P395;;;;;;;D42-Pero;D42-Martíniz;D42-Alfageme;;;;;;;;;;;;;;;;;;;;;;D42;;;;;;;;;;;;;;;
Alffonso Ferrándiz;Alffonso Ferrándiz (P155 in AMSPO FSV);AMSPO-P155;Q16;AMSPO-P155;;;;;;;D85-Alffonso|D87-Alffonso;D87-Ferrándiz|D85-Ferrándiz;;;;;;;;;;;;;;;;;;;;;;;D87|D85;;;;;;;;;;;;;;;
Menén Ferrándiz;Menén Ferrándiz (D48PB1 in AMSPO FSV);AMSPO-D48PB1;Q16;AMSPO-D48PB1;;;;;;;D48-Menén;D48-Ferrándiz;;;;;;;;;;;;;;;;;;;;;;;D48;;;;;;;;;;;;;;;
Garçía Alffonso;Garçía Alffonso (P28 in AMSPO FSV);AMSPO-P28;Q16;AMSPO-P28;;;;;;;D10-Garçía;D10-Alffonso;;;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Diego Alfonso;Diego Alfonso (P8 in AMSPO FSV);AMSPO-P8;Q16;AMSPO-P8;;;;;;;D39-Diego;D39-Alfonso;D39-Oriz;;;;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Gonçalo Martíniz;Gonçalo Martíniz (P380 in AMSPO FSV);AMSPO-P380;Q16;AMSPO-P380;;;;;;;D84-Gonçalo;D84-Martíniz;D84-Escrivano;;;;;;;;;;;;;;;;;;;;;;D84;;;;;;;;;;;;;;;
Pero Martíniz;Pero Martíniz (P401 in AMSPO FSV);AMSPO-P401;Q16;AMSPO-P401;;;;;;;D116-Pero;D116-Martíniz;;D116P255;;;;;;;;;;;;;;;;;;;;;D116;;;;;;;;;;;;;;;
Iohan Álvariz Osoyro;Iohan Álvariz Osoyro (P91 in AMSPO FSV);AMSPO-P91;Q16;AMSPO-P91;;;;;;;D6-Iohan|D9-Iohan;D6-Alvariz Osoyro|D9-Álvariz Osoyro;;;;;;D9-Merino mayor por el rey de León e de Asturias|D6-Merino mayor por el rey en tierra de León e de Asturias;;;;;;;;;;;;;;;;;D9|D6;;;;;;;;;;;;;;;
Andrés Ferrándiz de Villanova;Andrés Ferrándiz de Villanova (P171 in AMSPO FSV);AMSPO-P171;Q16;AMSPO-P171;;;;;;;D56-Andrés;D56-Ferrándiz de Villanova;;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Garçía Peláiz de Berzió;Garçía Peláiz de Berzió (P452 in AMSPO FSV);AMSPO-P452;Q16;AMSPO-P452;;;;;;;D70-Garçía;D70-Peláiz de Berzió;;;;;;;;;;;;;;;;;;;;;;;D70;;;;;;;;;;;;;;;
Menén Alffonso;Menén Alffonso (P62 in AMSPO FSV);AMSPO-P62;Q16;AMSPO-P62;;;;;;;D83-Menén|D78-Menén;D78-Alffonso|D83-Alffonso;;;D78-Borondes;;D78P428|D83P428;;;;;;;;;;;;;;;;;;D83|D78;;;;;;;;;;;;;;;
Diego Ferrándiz de Linares;Diego Ferrándiz de Linares (D93PB1 in AMSPO FSV);AMSPO-D93PB1;Q16;AMSPO-D93PB1;;;;;;;D93-Diego;D93-Ferrándiz de Linares;;;;D93P133;;;;;;;;;;;;;;;;;;;D93;;;;;;;;;;;;;;;
Nicolao Durániz;Nicolao Durániz (P148 in AMSPO FSV);AMSPO-P148;Q16;AMSPO-P148;;;;;;;D7-Nicolao;D7-Durániz;;;D7-Faro;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
